test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_013021	XLOC_013021	SCN1A	chr2:166845669-167005642	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013022	XLOC_013022	SCN9A	chr2:167051696-167232497	Normal	Disease	NOTEST	0.0582917	0.164673	1.49824	0	1	1	no
XLOC_013023	XLOC_013023	SCN7A	chr2:167260082-167343481	Normal	Disease	OK	0.933039	1.13528	0.283034	1.49855	0.03165	0.039511	yes
XLOC_013024	XLOC_013024	STK39	chr2:168810529-169104105	Normal	Disease	OK	13.6836	19.5581	0.51532	7.25747	5e-05	8.03331e-05	yes
XLOC_013025	XLOC_013025	LOC100861402	chr2:169312758-169642939	Normal	Disease	OK	1.89683	2.97492	0.649261	2.66451	0.0003	0.000457475	yes
XLOC_013026	XLOC_013026	SPC25	chr2:169727400-169746944	Normal	Disease	OK	0.677077	1.74406	1.36506	2.83097	0.00095	0.0013871	yes
XLOC_013027	XLOC_013027	ABCB11	chr2:169779448-169887833	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013028	XLOC_013028	LRP2	chr2:169983618-170219122	Normal	Disease	NOTEST	0.00358821	0.0121657	1.76148	0	1	1	no
XLOC_013029	XLOC_013029	FASTKD1	chr2:170386262-170430424	Normal	Disease	OK	2.14255	6.06968	1.50229	8.97754	5e-05	8.03331e-05	yes
XLOC_013030	XLOC_013030	C2orf77	chr2:170501934-170550931	Normal	Disease	OK	0.169326	0.827948	2.28974	3.03985	0.0033	0.00457396	yes
XLOC_013031	XLOC_013031	METTL5	chr2:170655321-170681353	Normal	Disease	OK	29.713	42.2699	0.508534	5.08301	5e-05	8.03331e-05	yes
XLOC_013032	XLOC_013032	LOC440925	chr2:171568948-171571077	Normal	Disease	OK	0.604886	0.357509	-0.758681	-1.41052	0.05825	0.0705647	no
XLOC_013033	XLOC_013033	TLK1	chr2:171847332-172087824	Normal	Disease	OK	8.49161	13.7589	0.696253	9.96826	5e-05	8.03331e-05	yes
XLOC_013034	XLOC_013034	METTL8	chr2:172173912-172341562	Normal	Disease	OK	3.27962	5.35615	0.70767	7.83895	5e-05	8.03331e-05	yes
XLOC_013035	XLOC_013035	SLC25A12	chr2:172639914-172750813	Normal	Disease	OK	4.69366	8.2991	0.822241	7.83723	5e-05	8.03331e-05	yes
XLOC_013036	XLOC_013036	DLX2	chr2:172964165-172967478	Normal	Disease	OK	0.105666	0.834715	2.98178	3.33523	0.0079	0.0105657	yes
XLOC_013037	XLOC_013037	LOC91149	chr2:173587917-173917620	Normal	Disease	NOTEST	0	0.0426756	inf	0	1	1	no
XLOC_013038	XLOC_013038	MLK7-AS1	chr2:173940564-174146764	Normal	Disease	NOTEST	0.190325	0.563904	1.56698	0	1	1	no
XLOC_013039	XLOC_013039	SP3	chr2:174771186-174830430	Normal	Disease	OK	4.95815	7.63825	0.623441	7.17242	5e-05	8.03331e-05	yes
XLOC_013040	XLOC_013040	OLA1	chr2:174937174-175113365	Normal	Disease	OK	11.3826	19.1954	0.753937	11.2261	5e-05	8.03331e-05	yes
XLOC_013041	XLOC_013041	CIR1	chr2:175212877-175260443	Normal	Disease	OK	37.1178	72.9993	0.97577	17.3366	5e-05	8.03331e-05	yes
XLOC_013042	XLOC_013042	GPR155	chr2:175296374-175351811	Normal	Disease	OK	6.053	5.16017	-0.230234	-2.81044	5e-05	8.03331e-05	yes
XLOC_013043	XLOC_013043	WIPF1	chr2:175424301-175547627	Normal	Disease	OK	5.782	7.14132	0.304622	3.20461	5e-05	8.03331e-05	yes
XLOC_013044	XLOC_013044	CHRNA1	chr2:175612322-175629200	Normal	Disease	NOTEST	0	0.140734	inf	0	1	1	no
XLOC_013045	XLOC_013045	CHN1	chr2:175664041-175870107	Normal	Disease	OK	7.39877	6.15393	-0.265778	-1.97323	0.00455	0.00622596	yes
XLOC_013046	XLOC_013046	ATF2	chr2:175936977-176032934	Normal	Disease	OK	8.49557	7.78322	-0.126343	-1.32183	0.04615	0.0566128	no
XLOC_013047	XLOC_013047	MIR933	chr2:175936977-176032934	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013048	XLOC_013048	ATP5G3	chr2:176040985-176046490	Normal	Disease	OK	38.9943	22.1632	-0.815094	-13.3537	5e-05	8.03331e-05	yes
XLOC_013049	XLOC_013049	KIAA1715	chr2:176790409-176867018	Normal	Disease	OK	5.09431	5.2349	0.0392772	0.422085	0.55235	0.584492	no
XLOC_013050	XLOC_013050	EVX2	chr2:176944834-176948690	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013051	XLOC_013051	HOXD-AS2	chr2:176999568-177001826	Normal	Disease	OK	3.12847	0.627048	-2.31881	-2.95792	0.0039	0.00537338	yes
XLOC_013052	XLOC_013052	HOXD-AS1	chr2:177037923-177055635	Normal	Disease	OK	1.20426	0.749728	-0.683706	-2.46391	0.0005	0.00074851	yes
XLOC_013053	XLOC_013053	MIR1246	chr2:177465707-177465780	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013054	XLOC_013054	LOC375295	chr2:177494308-177502302	Normal	Disease	OK	0.709087	0.217713	-1.70353	-1.57218	0.0462	0.0566646	no
XLOC_013055	XLOC_013055	NFE2L2	chr2:178095030-178129859	Normal	Disease	OK	17.8517	34.3575	0.944565	14.3612	5e-05	8.03331e-05	yes
XLOC_013056	XLOC_013056	MIR3128	chr2:178095030-178129859	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013057	XLOC_013057	LOC100130691	chr2:178148235-178257419	Normal	Disease	NOTEST	0.0111245	0.0879644	2.98318	0	1	1	no
XLOC_013058	XLOC_013058	TTC30B	chr2:178414880-178417524	Normal	Disease	OK	0.728068	0.924555	0.344685	0.96717	0.16185	0.185295	no
XLOC_013059	XLOC_013059	TTC30A	chr2:178479025-178483694	Normal	Disease	OK	2.20526	1.59022	-0.471721	-2.71604	0.00015	0.000233804	yes
XLOC_013060	XLOC_013060	PDE11A	chr2:178487976-178973066	Normal	Disease	OK	17.0919	5.25781	-1.70078	-25.5421	5e-05	8.03331e-05	yes
XLOC_013061	XLOC_013061	PRKRA	chr2:179059207-179672150	Normal	Disease	OK	35.425	41.3068	0.22161	3.27565	5e-05	8.03331e-05	yes
XLOC_013062	XLOC_013062	FKBP7	chr2:179059207-179672150	Normal	Disease	OK	2.42728	6.1554	1.34251	8.16939	5e-05	8.03331e-05	yes
XLOC_013063	XLOC_013063	TTN	chr2:179059207-179672150	Normal	Disease	NOTEST	0.0387947	0.0734705	0.921306	0	1	1	no
XLOC_013064	XLOC_013064	CCDC141	chr2:179694483-179914786	Normal	Disease	NOTEST	0.0374531	0.0282138	-0.408686	0	1	1	no
XLOC_013065	XLOC_013065	SESTD1	chr2:179966418-180129350	Normal	Disease	OK	1.34865	3.65638	1.4389	12.8212	5e-05	8.03331e-05	yes
XLOC_013066	XLOC_013066	ZNF385B	chr2:180306710-180726232	Normal	Disease	OK	6.04735	20.5855	1.76725	16.5778	5e-05	8.03331e-05	yes
XLOC_013067	XLOC_013067	MIR1258	chr2:180306710-180726232	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013068	XLOC_013068	CWC22	chr2:180809603-180871780	Normal	Disease	OK	4.55381	12.0179	1.40003	12.5243	5e-05	8.03331e-05	yes
XLOC_013069	XLOC_013069	MIR4437	chr2:182170319-182170379	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013070	XLOC_013070	CERKL	chr2:182321618-182521834	Normal	Disease	OK	0.281896	1.50313	2.41474	4.27183	5e-05	8.03331e-05	yes
XLOC_013071	XLOC_013071	NEUROD1	chr2:182540832-182545392	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013072	XLOC_013072	PDE1A	chr2:183007182-183387465	Normal	Disease	OK	1.13868	1.98214	0.799697	2.5316	0.00085	0.00124671	yes
XLOC_013073	XLOC_013073	FRZB	chr2:183698004-183731498	Normal	Disease	OK	6.30451	11.6903	0.890852	8.1518	5e-05	8.03331e-05	yes
XLOC_013074	XLOC_013074	NCKAP1	chr2:183789604-183903229	Normal	Disease	OK	25.8967	25.888	-0.000483352	-0.00946251	0.9856	0.986752	no
XLOC_013075	XLOC_013075	ZSWIM2	chr2:187692206-187713897	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013076	XLOC_013076	CALCRL	chr2:188207848-188313021	Normal	Disease	OK	0.975312	2.76734	1.50457	7.82698	5e-05	8.03331e-05	yes
XLOC_013077	XLOC_013077	TFPI	chr2:188328957-188419219	Normal	Disease	OK	2.59205	4.54631	0.810603	5.19527	5e-05	8.03331e-05	yes
XLOC_013078	XLOC_013078	DIRC1	chr2:189598464-189654831	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013079	XLOC_013079	MIR1245B	chr2:189839098-189877472	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013080	XLOC_013080	COL5A2	chr2:189896640-190044605	Normal	Disease	OK	2.682	6.47184	1.27087	12.5838	5e-05	8.03331e-05	yes
XLOC_013081	XLOC_013081	MIR3129	chr2:189896640-190044605	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013082	XLOC_013082	SLC40A1	chr2:190425315-190445537	Normal	Disease	OK	11.7105	14.6368	0.321791	4.12263	5e-05	8.03331e-05	yes
XLOC_013083	XLOC_013083	OSGEPL1	chr2:190611385-190627924	Normal	Disease	OK	2.10137	3.79431	0.852509	4.07856	5e-05	8.03331e-05	yes
XLOC_013084	XLOC_013084	ORMDL1	chr2:190634992-190742355	Normal	Disease	OK	17.6023	33.3677	0.922693	12.0061	5e-05	8.03331e-05	yes
XLOC_013085	XLOC_013085	MSTN	chr2:190920425-190927455	Normal	Disease	OK	0.0637079	0.647271	3.34482	3.32062	0.01925	0.0246588	yes
XLOC_013086	XLOC_013086	HIBCH	chr2:191069359-191184771	Normal	Disease	OK	6.8348	6.59352	-0.05185	-0.350886	0.6181	0.648275	no
XLOC_013087	XLOC_013087	TMEM194B	chr2:191371618-191399468	Normal	Disease	OK	0.372423	1.02397	1.45916	3.99084	5e-05	8.03331e-05	yes
XLOC_013088	XLOC_013088	STAT1	chr2:191833761-191878976	Normal	Disease	OK	14.8961	18.0207	0.274721	4.15952	5e-05	8.03331e-05	yes
XLOC_013089	XLOC_013089	STAT4	chr2:191894301-192016322	Normal	Disease	OK	0.172771	0.755798	2.12914	3.36422	0.00035	0.000530886	yes
XLOC_013090	XLOC_013090	SDPR	chr2:192699031-192712006	Normal	Disease	OK	7.05969	6.98244	-0.015874	-0.146845	0.83615	0.852658	no
XLOC_013091	XLOC_013091	TMEFF2	chr2:192814746-193059644	Normal	Disease	OK	30.6771	6.69459	-2.19609	-18.4188	5e-05	8.03331e-05	yes
XLOC_013092	XLOC_013092	DNAH7	chr2:196602426-196933536	Normal	Disease	NOTEST	0.11884	0.304755	1.35863	0	1	1	no
XLOC_013093	XLOC_013093	STK17B	chr2:196998306-197036336	Normal	Disease	OK	6.8482	7.79751	0.187289	2.27452	0.00155	0.00221694	yes
XLOC_013094	XLOC_013094	HECW2	chr2:197063976-197457335	Normal	Disease	NOTEST	0.273329	0.374317	0.453623	0	1	1	no
XLOC_013095	XLOC_013095	LOC100130452	chr2:197504355-197597530	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013096	XLOC_013096	GTF3C3	chr2:197627755-197664492	Normal	Disease	OK	2.95204	6.90307	1.22553	9.87928	5e-05	8.03331e-05	yes
XLOC_013097	XLOC_013097	C2orf66	chr2:197669138-197675000	Normal	Disease	NOTEST	0	0.396547	inf	0	1	1	no
XLOC_013098	XLOC_013098	PGAP1	chr2:197697727-197791454	Normal	Disease	OK	0.93457	1.06765	0.192063	1.25957	0.07655	0.0913059	no
XLOC_013099	XLOC_013099	ANKRD44	chr2:197851385-198175521	Normal	Disease	OK	0.726455	2.17084	1.5793	7.2288	5e-05	8.03331e-05	yes
XLOC_013100	XLOC_013100	SF3B1	chr2:198256697-198299771	Normal	Disease	OK	29.3187	74.9675	1.35445	30.7965	5e-05	8.03331e-05	yes
XLOC_013101	XLOC_013101	HSPD1	chr2:198351307-198418423	Normal	Disease	OK	39.2555	81.6195	1.05602	20.9644	5e-05	8.03331e-05	yes
XLOC_013102	XLOC_013102	RFTN2	chr2:198435526-198540584	Normal	Disease	OK	1.18407	1.57405	0.410724	1.61968	0.02505	0.0316597	yes
XLOC_013103	XLOC_013103	BOLL	chr2:198591602-198650938	Normal	Disease	NOTEST	0	0.146276	inf	0	1	1	no
XLOC_013104	XLOC_013104	SATB2	chr2:200134222-200337481	Normal	Disease	OK	0.828895	1.41686	0.773432	3.51227	5e-05	8.03331e-05	yes
XLOC_013105	XLOC_013105	FONG	chr2:200625258-200715896	Normal	Disease	OK	0.734636	0.495944	-0.566853	-0.690956	0.31255	0.343904	no
XLOC_013106	XLOC_013106	TYW5	chr2:200793633-200828847	Normal	Disease	OK	1.36225	3.65176	1.4226	8.99781	5e-05	8.03331e-05	yes
XLOC_013107	XLOC_013107	KCTD18	chr2:201353683-201374792	Normal	Disease	OK	4.16618	3.76273	-0.146945	-0.960726	0.17705	0.201525	no
XLOC_013108	XLOC_013108	LOC100507140	chr2:201560445-201658941	Normal	Disease	NOTEST	0.0600587	0.0338808	-0.825908	0	1	1	no
XLOC_013109	XLOC_013109	CLK1	chr2:201717731-201729467	Normal	Disease	OK	22.9794	101.412	2.14181	35.4536	5e-05	8.03331e-05	yes
XLOC_013110	XLOC_013110	PPIL3	chr2:201735678-201753849	Normal	Disease	OK	21.5649	28.594	0.407029	3.91774	5e-05	8.03331e-05	yes
XLOC_013111	XLOC_013111	ORC2	chr2:201774893-201828424	Normal	Disease	OK	4.92833	8.34219	0.759327	6.47326	5e-05	8.03331e-05	yes
XLOC_013112	XLOC_013112	FAM126B	chr2:201838440-201936392	Normal	Disease	OK	3.50836	4.77101	0.4435	5.38401	5e-05	8.03331e-05	yes
XLOC_013113	XLOC_013113	CFLAR-AS1	chr2:201980876-202037411	Normal	Disease	NOTEST	0	0.0746719	inf	0	1	1	no
XLOC_013114	XLOC_013114	ALS2CR12	chr2:202153146-202222101	Normal	Disease	NOTEST	0.095533	0.467057	2.28953	0	1	1	no
XLOC_013115	XLOC_013115	TRAK2	chr2:202241929-202316319	Normal	Disease	OK	6.77061	8.41522	0.313715	4.31733	5e-05	8.03331e-05	yes
XLOC_013116	XLOC_013116	ALS2CR11	chr2:202352143-202483905	Normal	Disease	NOTEST	0	0.159462	inf	0	1	1	no
XLOC_013117	XLOC_013117	TMEM237	chr2:202484906-202508252	Normal	Disease	OK	3.7931	4.6339	0.288852	2.64927	0.0001	0.000157641	yes
XLOC_013118	XLOC_013118	MPP4	chr2:202509596-202563417	Normal	Disease	NOTEST	0.0246204	0.0277876	0.174589	0	1	1	no
XLOC_013119	XLOC_013119	ALS2	chr2:202564985-202645895	Normal	Disease	OK	2.60885	3.06393	0.231969	1.54634	0.0294	0.0368442	yes
XLOC_013120	XLOC_013120	SUMO1	chr2:203070902-203103322	Normal	Disease	OK	42.0624	44.1549	0.0700443	0.985087	0.146	0.167967	no
XLOC_013121	XLOC_013121	ICA1L	chr2:203637872-203736371	Normal	Disease	OK	1.50085	2.96288	0.981214	6.45387	5e-05	8.03331e-05	yes
XLOC_013122	XLOC_013122	WDR12	chr2:203745322-203776949	Normal	Disease	OK	2.9364	5.42244	0.884892	4.9874	5e-05	8.03331e-05	yes
XLOC_013123	XLOC_013123	RAPH1	chr2:204298538-204400058	Normal	Disease	OK	6.16227	7.27547	0.239579	3.67226	5e-05	8.03331e-05	yes
XLOC_013124	XLOC_013124	INO80D	chr2:206858444-206950906	Normal	Disease	OK	1.53989	2.83415	0.88009	9.25364	5e-05	8.03331e-05	yes
XLOC_013125	XLOC_013125	LOC100329109	chr2:206980296-206981296	Normal	Disease	OK	4.00749	2.09961	-0.932581	-2.78146	0.00025	0.000384084	yes
XLOC_013126	XLOC_013126	NDUFS1	chr2:206987802-207024243	Normal	Disease	OK	10.8396	8.34141	-0.377954	-4.08346	5e-05	8.03331e-05	yes
XLOC_013127	XLOC_013127	GPR1	chr2:207040041-207082771	Normal	Disease	NOTEST	0.0788758	0.0296711	-1.41053	0	1	1	no
XLOC_013128	XLOC_013128	DYTN	chr2:207516344-207583120	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013129	XLOC_013129	MDH1B	chr2:207602488-207630050	Normal	Disease	NOTEST	0.443615	0.471187	0.0869905	0	1	1	no
XLOC_013130	XLOC_013130	MIR3130-1	chr2:207630111-207660911	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013131	XLOC_013131	KLF7	chr2:207945528-208030614	Normal	Disease	OK	1.11835	1.65248	0.563256	1.55634	0.0314	0.0392123	yes
XLOC_013132	XLOC_013132	MIR2355	chr2:207945528-208030614	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013133	XLOC_013133	METTL21A	chr2:208473838-208489973	Normal	Disease	OK	5.05915	3.52589	-0.520905	-4.48774	5e-05	8.03331e-05	yes
XLOC_013134	XLOC_013134	FZD5	chr2:208627309-208634143	Normal	Disease	OK	4.34164	4.25242	-0.0299575	-0.31367	0.65555	0.684007	no
XLOC_013135	XLOC_013135	PLEKHM3	chr2:208686011-208890284	Normal	Disease	OK	1.18914	1.19952	0.012537	0.0843498	0.89905	0.910426	no
XLOC_013136	XLOC_013136	CRYGD	chr2:208983852-209021486	Normal	Disease	NOTEST	0.216943	0	-inf	0	1	1	no
XLOC_013137	XLOC_013137	CRYGC	chr2:208983852-209021486	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013138	XLOC_013138	CRYGB	chr2:208983852-209021486	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013139	XLOC_013139	CRYGA	chr2:209025463-209028297	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013140	XLOC_013140	C2orf80	chr2:209030070-209054773	Normal	Disease	NOTEST	0.327687	0	-inf	0	1	1	no
XLOC_013141	XLOC_013141	IDH1	chr2:209100952-209119806	Normal	Disease	OK	160.638	150.644	-0.0926677	-3.38148	5e-05	8.03331e-05	yes
XLOC_013142	XLOC_013142	KANSL1L	chr2:210867351-211036051	Normal	Disease	OK	4.53293	5.39851	0.252117	2.37277	0.00085	0.00124671	yes
XLOC_013143	XLOC_013143	ACADL	chr2:211052715-211090215	Normal	Disease	OK	10.9006	11.0427	0.0186846	0.188254	0.78685	0.80787	no
XLOC_013144	XLOC_013144	MYL1	chr2:211154867-211179895	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013145	XLOC_013145	LANCL1	chr2:211295972-211341499	Normal	Disease	OK	7.08896	10.218	0.527471	6.17108	5e-05	8.03331e-05	yes
XLOC_013146	XLOC_013146	ERBB4	chr2:212240441-213403352	Normal	Disease	NOTEST	0.0954638	0.150435	0.656119	0	1	1	no
XLOC_013147	XLOC_013147	MIR548F2	chr2:212240441-213403352	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013148	XLOC_013148	MIR4776-2	chr2:213790980-213791060	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013149	XLOC_013149	IKZF2	chr2:213864410-214016333	Normal	Disease	OK	0.700864	1.14699	0.710646	3.9657	5e-05	8.03331e-05	yes
XLOC_013150	XLOC_013150	LOC100130451	chr2:214141276-214148929	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013151	XLOC_013151	BARD1	chr2:215593274-215674428	Normal	Disease	OK	0.696777	1.3108	0.911682	2.66883	0.0004	0.000603897	yes
XLOC_013152	XLOC_013152	ABCA12	chr2:215796265-216003151	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013153	XLOC_013153	FN1	chr2:216225178-216300791	Normal	Disease	OK	33.0705	34.0592	0.0425031	1.32868	0.0458	0.0562119	no
XLOC_013154	XLOC_013154	LOC646324	chr2:216476285-216708259	Normal	Disease	NOTEST	0	0.0540249	inf	0	1	1	no
XLOC_013155	XLOC_013155	MREG	chr2:216807313-216878346	Normal	Disease	OK	0.886348	0.917365	0.0496229	0.163342	0.8125	0.831626	no
XLOC_013156	XLOC_013156	PECR	chr2:216903110-216946539	Normal	Disease	OK	8.2933	4.22849	-0.971801	-5.94654	5e-05	8.03331e-05	yes
XLOC_013157	XLOC_013157	MARCH4	chr2:217122584-217236750	Normal	Disease	NOTEST	0.1048	0.0295921	-1.82435	0	1	1	no
XLOC_013158	XLOC_013158	IGFBP5	chr2:217536827-217560272	Normal	Disease	OK	134.622	101.122	-0.41282	-21.6332	5e-05	8.03331e-05	yes
XLOC_013159	XLOC_013159	TNP1	chr2:217724181-217724782	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013160	XLOC_013160	DIRC3	chr2:218148745-218621316	Normal	Disease	NOTEST	0	0.152656	inf	0	1	1	no
XLOC_013161	XLOC_013161	TNS1	chr2:218664511-218808796	Normal	Disease	OK	54.0476	46.3935	-0.220309	-9.78158	5e-05	8.03331e-05	yes
XLOC_013162	XLOC_013162	CXCR2P1	chr2:218899656-218955304	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013163	XLOC_013163	CXCR1	chr2:219027567-219031716	Normal	Disease	NOTEST	0.267518	0.109796	-1.28482	0	1	1	no
XLOC_013164	XLOC_013164	AAMP	chr2:219128851-219134893	Normal	Disease	OK	76.7102	41.551	-0.884534	-16.4879	5e-05	8.03331e-05	yes
XLOC_013165	XLOC_013165	TMBIM1	chr2:219135114-219211516	Normal	Disease	OK	145.414	72.2457	-1.00918	-25.0296	5e-05	8.03331e-05	yes
XLOC_013166	XLOC_013166	USP37	chr2:219314973-219433084	Normal	Disease	OK	1.67893	2.32305	0.468479	3.64703	5e-05	8.03331e-05	yes
XLOC_013167	XLOC_013167	ZNF142	chr2:219502639-219524261	Normal	Disease	OK	3.89368	3.52999	-0.141471	-1.30485	0.0661	0.0794925	no
XLOC_013168	XLOC_013168	RNF25	chr2:219528586-219567440	Normal	Disease	OK	26.5772	14.569	-0.867281	-8.62324	5e-05	8.03331e-05	yes
XLOC_013169	XLOC_013169	PRKAG3	chr2:219687105-219696512	Normal	Disease	NOTEST	0	0.0298819	inf	0	1	1	no
XLOC_013170	XLOC_013170	FEV	chr2:219845808-219850379	Normal	Disease	OK	31.2226	31.6385	0.0190903	0.276933	0.69745	0.724044	no
XLOC_013171	XLOC_013171	CRYBA2	chr2:219854911-219858127	Normal	Disease	OK	4.48496	1.13094	-1.98758	-3.64466	5e-05	8.03331e-05	yes
XLOC_013172	XLOC_013172	MIR375	chr2:219866366-219866430	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013173	XLOC_013173	CCDC108	chr2:219866936-219906245	Normal	Disease	OK	1.39492	1.26067	-0.145994	-0.768739	0.2638	0.293053	no
XLOC_013174	XLOC_013174	IHH	chr2:219919141-219925238	Normal	Disease	OK	3.26456	1.74121	-0.906795	-3.71986	5e-05	8.03331e-05	yes
XLOC_013175	XLOC_013175	MIR3131	chr2:219919141-219925238	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013176	XLOC_013176	NHEJ1	chr2:219940045-220025587	Normal	Disease	OK	10.423	8.49915	-0.294384	-2.47988	0.0008	0.00117646	yes
XLOC_013177	XLOC_013177	SLC23A3	chr2:220026180-220034817	Normal	Disease	OK	0.301428	1.00078	1.73123	3.01217	0.00045	0.000676161	yes
XLOC_013178	XLOC_013178	CNPPD1	chr2:220036618-220041702	Normal	Disease	OK	68.9275	27.4619	-1.32765	-22.8121	5e-05	8.03331e-05	yes
XLOC_013179	XLOC_013179	ABCB6	chr2:220074487-220083712	Normal	Disease	OK	29.0575	18.9881	-0.613816	-9.85085	5e-05	8.03331e-05	yes
XLOC_013180	XLOC_013180	ATG9A	chr2:220084101-220094361	Normal	Disease	OK	30.775	17.0827	-0.849224	-14.1345	5e-05	8.03331e-05	yes
XLOC_013181	XLOC_013181	GLB1L	chr2:220101502-220110131	Normal	Disease	OK	6.97672	3.71848	-0.907837	-6.08614	5e-05	8.03331e-05	yes
XLOC_013182	XLOC_013182	TUBA4A	chr2:220110191-220136910	Normal	Disease	OK	56.1967	14.4801	-1.95642	-20.7899	5e-05	8.03331e-05	yes
XLOC_013183	XLOC_013183	PTPRN	chr2:220154344-220174295	Normal	Disease	NOTEST	0.153291	0.153861	0.00536207	0	1	1	no
XLOC_013184	XLOC_013184	MIR153-1	chr2:220154344-220174295	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013185	XLOC_013185	RESP18	chr2:220192130-220197899	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013186	XLOC_013186	DNPEP	chr2:220238179-220252662	Normal	Disease	OK	34.6763	22.1195	-0.648633	-10.0871	5e-05	8.03331e-05	yes
XLOC_013187	XLOC_013187	CHPF	chr2:220403668-220408487	Normal	Disease	OK	85.9538	70.0343	-0.2955	-7.28274	5e-05	8.03331e-05	yes
XLOC_013188	XLOC_013188	MIR3132	chr2:220408744-220415317	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013189	XLOC_013189	OBSL1	chr2:220415449-220436268	Normal	Disease	OK	22.7752	15.6964	-0.537027	-8.76114	5e-05	8.03331e-05	yes
XLOC_013190	XLOC_013190	MIR4268	chr2:220771222-220771286	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013191	XLOC_013191	EPHA4	chr2:222282746-222437010	Normal	Disease	OK	1.92082	1.69921	-0.176863	-1.17063	0.09905	0.116728	no
XLOC_013192	XLOC_013192	PAX3	chr2:223064605-223169936	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013193	XLOC_013193	FARSB	chr2:223436161-223520827	Normal	Disease	OK	24.2468	25.6955	0.0837219	1.19102	0.0923	0.109153	no
XLOC_013194	XLOC_013194	SCG2	chr2:224461657-224467217	Normal	Disease	OK	2.0159	2.30186	0.191376	0.865792	0.22485	0.252538	no
XLOC_013195	XLOC_013195	AP1S3	chr2:224620046-224702319	Normal	Disease	OK	4.90464	7.52327	0.617211	5.87428	5e-05	8.03331e-05	yes
XLOC_013196	XLOC_013196	WDFY1	chr2:224740064-224810052	Normal	Disease	OK	4.54827	6.67847	0.554201	5.4155	5e-05	8.03331e-05	yes
XLOC_013197	XLOC_013197	SERPINE2	chr2:224839764-224904036	Normal	Disease	OK	7.24441	5.27294	-0.45826	-3.14984	5e-05	8.03331e-05	yes
XLOC_013198	XLOC_013198	FAM124B	chr2:225243414-225266711	Normal	Disease	NOTEST	0.122502	0.11061	-0.147334	0	1	1	no
XLOC_013199	XLOC_013199	CUL3	chr2:225334868-225450110	Normal	Disease	OK	7.49657	11.347	0.598014	9.21584	5e-05	8.03331e-05	yes
XLOC_013200	XLOC_013200	DOCK10	chr2:225629806-225907330	Normal	Disease	OK	0.184916	0.61808	1.74093	4.97401	5e-05	8.03331e-05	yes
XLOC_013201	XLOC_013201	MIR4439	chr2:225629806-225907330	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013202	XLOC_013202	IRS1	chr2:227596032-227663506	Normal	Disease	OK	3.25088	3.07584	-0.0798479	-0.829961	0.24225	0.270641	no
XLOC_013203	XLOC_013203	COL4A4	chr2:227867426-228029275	Normal	Disease	OK	0.500085	1.31651	1.39647	7.55826	5e-05	8.03331e-05	yes
XLOC_013204	XLOC_013204	TM4SF20	chr2:228226873-228244022	Normal	Disease	NOTEST	0	0	0	0	1	1	no
XLOC_013205	XLOC_013205	C2orf83	chr2:228474805-228498036	Normal	Disease	NOTEST	0	0	0	0	1	1	no
